Institution Name,City,State,Website,Domain,Clearbit Logo URL
Houston Community College (HCC),Houston,Texas (TX),https://www.hccs.edu/,hccs.edu,https://logo.clearbit.com/hccs.edu
University of Houston-Downtown (UH),Houston,Texas (TX),https://www.uhd.edu/,uhd.edu,https://logo.clearbit.com/uhd.edu
University of Houston-Victoria (UH),Victoria,Texas (TX),https://uhv.edu/,uhv.edu,https://logo.clearbit.com/uhv.edu
University of Houston (UH),Houston,Texas (TX),https://www.uh.edu/,uh.edu,https://logo.clearbit.com/uh.edu
Howard College (HC),Big Spring,Texas (TX),https://www.howardcollege.edu/,howardcollege.edu,https://logo.clearbit.com/howardcollege.edu
Howard Payne University (HPU),Brownwood,Texas (TX),https://www.hputx.edu/,hputx.edu,https://logo.clearbit.com/hputx.edu
Huston-Tillotson University (HU),Austin,Texas (TX),https://www.htu.edu/,htu.edu,https://logo.clearbit.com/htu.edu
University of the Incarnate Word (UTIW),San Antonio,Texas (TX),https://www.uiw.edu/,uiw.edu,https://logo.clearbit.com/uiw.edu
Jacksonville College-Main Campus (JCC),Jacksonville,Texas (TX),https://jacksonvillecollege.edu/,jacksonvillecollege.edu,https://logo.clearbit.com/jacksonvillecollege.edu
Jarvis Christian University (JCU),Hawkins,Texas (TX),https://www.jarvis.edu/,jarvis.edu,https://logo.clearbit.com/jarvis.edu
KD Conservatory College of Film and Dramatic Arts (KCCFDA),Dallas,Texas (TX),https://www.kdstudio.com/,kdstudio.com,https://logo.clearbit.com/kdstudio.com
Kilgore College (KC),Kilgore,Texas (TX),https://www.kilgore.edu/,kilgore.edu,https://logo.clearbit.com/kilgore.edu
Lamar University (LU),Beaumont,Texas (TX),https://www.lamar.edu/,lamar.edu,https://logo.clearbit.com/lamar.edu
Lamar State College-Orange (LSC),Orange,Texas (TX),https://www.lsco.edu/,lsco.edu,https://logo.clearbit.com/lsco.edu
Lamar State College-Port Arthur (LSCA),Port Arthur,Texas (TX),https://www.lamarpa.edu/,lamarpa.edu,https://logo.clearbit.com/lamarpa.edu
Laredo Beauty College Inc (LBCI),Laredo,Texas (TX),https://www.laredobeautycollege.net/,laredobeautycollege.net,https://logo.clearbit.com/laredobeautycollege.net
Laredo College (LC),Laredo,Texas (TX),https://www.laredo.edu/,laredo.edu,https://logo.clearbit.com/laredo.edu
Texas A & M International University (TAMIU),Laredo,Texas (TX),https://www.tamiu.edu/,tamiu.edu,https://logo.clearbit.com/tamiu.edu
Lee College (LC),Baytown,Texas (TX),https://www.lee.edu/,lee.edu,https://logo.clearbit.com/lee.edu
LeTourneau University (LU),Longview,Texas (TX),https://www.letu.edu/,letu.edu,https://logo.clearbit.com/letu.edu
Lubbock Christian University (LCU),Lubbock,Texas (TX),https://www.lcu.edu/,lcu.edu,https://logo.clearbit.com/lcu.edu
College of the Mainland (CTM),Texas City,Texas (TX),https://www.com.edu/,com.edu,https://logo.clearbit.com/com.edu
University of Mary Hardin-Baylor (UMH),Belton,Texas (TX),https://go.umhb.edu/,go.umhb.edu,https://logo.clearbit.com/go.umhb.edu
McLennan Community College (MCC),Waco,Texas (TX),https://www.mclennan.edu/,mclennan.edu,https://logo.clearbit.com/mclennan.edu
McMurry University (MU),Abilene,Texas (TX),https://mcm.edu/,mcm.edu,https://logo.clearbit.com/mcm.edu
Covenant School of Nursing and Allied Health (CSNAH),Lubbock,Texas (TX),https://covenanthealth.org/cson,covenanthealth.org,https://logo.clearbit.com/covenanthealth.org
Midland College (MC),Midland,Texas (TX),https://www.midland.edu/,midland.edu,https://logo.clearbit.com/midland.edu
Midwestern State University (MSU),Wichita Falls,Texas (TX),https://www.msutexas.edu/,msutexas.edu,https://logo.clearbit.com/msutexas.edu
William Edge Institute (WEI),New Braunfels,Texas (TX),https://williamedgeinstitute.com/,williamedgeinstitute.com,https://logo.clearbit.com/williamedgeinstitute.com
Wade College (WC),Dallas,Texas (TX),https://www.wadecollege.edu/,wadecollege.edu,https://logo.clearbit.com/wadecollege.edu
Southern Careers Institute-Austin (SCI),Austin,Texas (TX),https://www.scitexas.edu/,scitexas.edu,https://logo.clearbit.com/scitexas.edu
Tint School of Makeup & Cosmetology (TSMC),Irving,Texas (TX),https://tintcosmetologyschools.com/,tintcosmetologyschools.com,https://logo.clearbit.com/tintcosmetologyschools.com
Navarro College (NC),Corsicana,Texas (TX),https://www.navarrocollege.edu/,navarrocollege.edu,https://logo.clearbit.com/navarrocollege.edu
Lone Star College System (LSCS),The Woodlands,Texas (TX),https://www.lonestar.edu/,lonestar.edu,https://logo.clearbit.com/lonestar.edu
University of North Texas (UNT),Denton,Texas (TX),https://www.unt.edu/,unt.edu,https://logo.clearbit.com/unt.edu
Northeast Texas Community College (NTCC),Mount Pleasant,Texas (TX),https://www.ntcc.edu/,ntcc.edu,https://logo.clearbit.com/ntcc.edu
Oblate School of Theology (OST),San Antonio,Texas (TX),https://www.ost.edu/,ost.edu,https://logo.clearbit.com/ost.edu
Ocean Corporation (OC),Houston,Texas (TX),https://www.oceancorp.com/,oceancorp.com,https://logo.clearbit.com/oceancorp.com
Odessa College (OC),Odessa,Texas (TX),https://www.odessa.edu/,odessa.edu,https://logo.clearbit.com/odessa.edu
Ogle School Hair Skin Nails-Arlington (OSHSN),Arlington,Texas (TX),https://ogleschool.edu/,ogleschool.edu,https://logo.clearbit.com/ogleschool.edu
Our Lady of the Lake University (OLTLU),San Antonio,Texas (TX),https://www.ollusa.edu/,ollusa.edu,https://logo.clearbit.com/ollusa.edu
The University of Texas Rio Grande Valley (TUTRGV),Edinburg,Texas (TX),https://www.utrgv.edu/,utrgv.edu,https://logo.clearbit.com/utrgv.edu
Texas Southmost College (TSC),Brownsville,Texas (TX),https://www.tsc.edu/,tsc.edu,https://logo.clearbit.com/tsc.edu
Panola College (PC),Carthage,Texas (TX),https://www.panola.edu/,panola.edu,https://logo.clearbit.com/panola.edu
Paris Junior College (PJC),Paris,Texas (TX),https://www.parisjc.edu/,parisjc.edu,https://logo.clearbit.com/parisjc.edu
Paul Quinn College (PQC),Dallas,Texas (TX),https://www.pqc.edu/,pqc.edu,https://logo.clearbit.com/pqc.edu
Prairie View A & M University (PVAMU),Prairie View,Texas (TX),https://www.pvamu.edu/,pvamu.edu,https://logo.clearbit.com/pvamu.edu
Ranger College (RC),Ranger,Texas (TX),https://www.rangercollege.edu/,rangercollege.edu,https://logo.clearbit.com/rangercollege.edu
Rice University (RU),Houston,Texas (TX),https://www.rice.edu/,rice.edu,https://logo.clearbit.com/rice.edu
Saint Edward's University (SEU),Austin,Texas (TX),https://www.stedwards.edu/,stedwards.edu,https://logo.clearbit.com/stedwards.edu
University of St Thomas (UST),Houston,Texas (TX),https://www.stthom.edu/,stthom.edu,https://logo.clearbit.com/stthom.edu
Sam Houston State University (SHSU),Huntsville,Texas (TX),https://www.shsu.edu/,shsu.edu,https://logo.clearbit.com/shsu.edu
San Jacinto Community College (SJCC),Pasadena,Texas (TX),https://www.sanjac.edu/,sanjac.edu,https://logo.clearbit.com/sanjac.edu
Schreiner University (SU),Kerrville,Texas (TX),https://www.schreiner.edu/,schreiner.edu,https://logo.clearbit.com/schreiner.edu
Seguin Beauty School-Seguin (SBS),Seguin,Texas (TX),https://seguinbeautyschool.net/,seguinbeautyschool.net,https://logo.clearbit.com/seguinbeautyschool.net
St. Mary's University (SMU),San Antonio,Texas (TX),https://www.stmarytx.edu/,stmarytx.edu,https://logo.clearbit.com/stmarytx.edu
South Plains College (SPC),Levelland,Texas (TX),https://www.southplainscollege.edu/,southplainscollege.edu,https://logo.clearbit.com/southplainscollege.edu
South Texas Barber College Inc (STBCI),Corpus Christi,Texas (TX),https://www.southtexasbarbercollege.net/,southtexasbarbercollege.net,https://logo.clearbit.com/southtexasbarbercollege.net
South Texas College of Law Houston (STCLH),Houston,Texas (TX),https://www.stcl.edu/,stcl.edu,https://logo.clearbit.com/stcl.edu
South Texas Vocational Technical Institute-Weslaco (STVTI),Weslaco,Texas (TX),https://www.stvt.edu/,stvt.edu,https://logo.clearbit.com/stvt.edu
Southern Methodist University (SMU),Dallas,Texas (TX),https://www.smu.edu/,smu.edu,https://logo.clearbit.com/smu.edu
Southwest School of Business and Technical Careers-San Antonio (SSBTCA),San Antonio,Texas (TX),https://www.sws.edu/,sws.edu,https://logo.clearbit.com/sws.edu
Southwest Texas Junior College (STJC),Uvalde,Texas (TX),https://www.swtjc.edu/,swtjc.edu,https://logo.clearbit.com/swtjc.edu
Southwestern Assemblies of God University (SAGU),Waxahachie,Texas (TX),https://www.sagu.edu/,sagu.edu,https://logo.clearbit.com/sagu.edu
Southwestern University (SU),Georgetown,Texas (TX),https://www.southwestern.edu/,southwestern.edu,https://logo.clearbit.com/southwestern.edu
Stephen F Austin State University (SFASU),Nacogdoches,Texas (TX),https://www.sfasu.edu/,sfasu.edu,https://logo.clearbit.com/sfasu.edu
Texas State University (TSU),San Marcos,Texas (TX),https://www.txst.edu/,txst.edu,https://logo.clearbit.com/txst.edu
Southwestern Adventist University (SAU),Keene,Texas (TX),https://www.swau.edu/,swau.edu,https://logo.clearbit.com/swau.edu
Southwestern Christian College (SCC),Terrell,Texas (TX),https://www.swcc.edu/,swcc.edu,https://logo.clearbit.com/swcc.edu
Sul Ross State University (SRSU),Alpine,Texas (TX),https://www.sulross.edu/,sulross.edu,https://logo.clearbit.com/sulross.edu
Tarleton State University (TSU),Stephenville,Texas (TX),https://www.tarleton.edu/,tarleton.edu,https://logo.clearbit.com/tarleton.edu
Tarrant County College District (TCCD),Fort Worth,Texas (TX),https://www.tccd.edu/,tccd.edu,https://logo.clearbit.com/tccd.edu
Temple College (TC),Temple,Texas (TX),https://www.templejc.edu/,templejc.edu,https://logo.clearbit.com/templejc.edu
University of Texas Southwestern Medical Center (UTSMC),Dallas,Texas (TX),https://www.utsouthwestern.edu/,utsouthwestern.edu,https://logo.clearbit.com/utsouthwestern.edu
The University of Texas Health Science Center at San Antonio (TUTHSCSA),San Antonio,Texas (TX),https://www.uthscsa.edu/,uthscsa.edu,https://logo.clearbit.com/uthscsa.edu
The University of Texas Medical Branch at Galveston (TUTMBG),Galveston,Texas (TX),https://www.utmb.edu/,utmb.edu,https://logo.clearbit.com/utmb.edu
Texarkana College (TC),Texarkana,Texas (TX),https://www.texarkanacollege.edu/,texarkanacollege.edu,https://logo.clearbit.com/texarkanacollege.edu
Texas A & M University-Kingsville (TAMU),Kingsville,Texas (TX),https://www.tamuk.edu/,tamuk.edu,https://logo.clearbit.com/tamuk.edu
Texas A & M University-College Station (TAMUS),College Station,Texas (TX),https://www.tamu.edu/,tamu.edu,https://logo.clearbit.com/tamu.edu
Texas A & M University-System Office (TAMUO),College Station,Texas (TX),https://tamus.edu/,tamus.edu,https://logo.clearbit.com/tamus.edu
The University of Texas at Arlington (TUTA),Arlington,Texas (TX),https://www.uta.edu/,uta.edu,https://logo.clearbit.com/uta.edu
The University of Texas at Austin (TUTA),Austin,Texas (TX),https://www.utexas.edu/,utexas.edu,https://logo.clearbit.com/utexas.edu
The University of Texas at Dallas (TUTD),Richardson,Texas (TX),https://www.utdallas.edu/,utdallas.edu,https://logo.clearbit.com/utdallas.edu
The University of Texas at El Paso (TUTEP),El Paso,Texas (TX),https://www.utep.edu/,utep.edu,https://logo.clearbit.com/utep.edu
The University of Texas at Tyler (TUTT),Tyler,Texas (TX),https://www.uttyler.edu/,uttyler.edu,https://logo.clearbit.com/uttyler.edu
Texas Chiropractic College Foundation Inc (TCCFI),Pasadena,Texas (TX),https://www.txchiro.edu/,txchiro.edu,https://logo.clearbit.com/txchiro.edu
Texas Christian University (TCU),Fort Worth,Texas (TX),https://www.tcu.edu/,tcu.edu,https://logo.clearbit.com/tcu.edu
Texas College (TC),Tyler,Texas (TX),https://www.texascollege.edu/,texascollege.edu,https://logo.clearbit.com/texascollege.edu
University of North Texas Health Science Center (UNTHSC),Fort Worth,Texas (TX),https://www.unthsc.edu/,unthsc.edu,https://logo.clearbit.com/unthsc.edu
Texas Lutheran University (TLU),Seguin,Texas (TX),https://www.tlu.edu/,tlu.edu,https://logo.clearbit.com/tlu.edu
The University of Texas Permian Basin (TUTPB),Odessa,Texas (TX),https://www.utpb.edu/,utpb.edu,https://logo.clearbit.com/utpb.edu
The University of Texas at San Antonio (TUTSA),San Antonio,Texas (TX),https://www.utsa.edu/,utsa.edu,https://logo.clearbit.com/utsa.edu
Texas Southern University (TSU),Houston,Texas (TX),https://www.tsu.edu/,tsu.edu,https://logo.clearbit.com/tsu.edu
The University of Texas System Office (TUTSO),Austin,Texas (TX),https://www.utsystem.edu/,utsystem.edu,https://logo.clearbit.com/utsystem.edu
Texas Tech University (TTU),Lubbock,Texas (TX),https://www.ttu.edu/,ttu.edu,https://logo.clearbit.com/ttu.edu
Texas Wesleyan University (TWU),Fort Worth,Texas (TX),https://www.txwes.edu/,txwes.edu,https://logo.clearbit.com/txwes.edu
Texas Woman's University (TWU),Denton,Texas (TX),https://www.twu.edu/,twu.edu,https://logo.clearbit.com/twu.edu
Trinity University (TU),San Antonio,Texas (TX),https://new.trinity.edu/,new.trinity.edu,https://logo.clearbit.com/new.trinity.edu
The University of Texas Health Science Center at Houston (TUTHSCH),Houston,Texas (TX),https://www.uth.edu/,uth.edu,https://logo.clearbit.com/uth.edu
Texas Tech University Health Sciences Center (TTUHSC),Lubbock,Texas (TX),https://www.ttuhsc.edu/,ttuhsc.edu,https://logo.clearbit.com/ttuhsc.edu
Tyler Junior College (TJC),Tyler,Texas (TX),https://www.tjc.edu/,tjc.edu,https://logo.clearbit.com/tjc.edu
UCAS University of Cosmetology Arts & Sciences-McAllen (UUCAS),McAllen,Texas (TX),https://www.ucastx.com/,ucastx.com,https://logo.clearbit.com/ucastx.com
Vernon College (VC),Vernon,Texas (TX),https://www.vernoncollege.edu/,vernoncollege.edu,https://logo.clearbit.com/vernoncollege.edu
Victoria Beauty & Barber College (VBBC),Victoria,Texas (TX),https://www.victoriabeautyandbarbercollege.com/,victoriabeautyandbarbercollege.com,https://logo.clearbit.com/victoriabeautyandbarbercollege.com
Victoria College (VC),Victoria,Texas (TX),https://www.victoriacollege.edu/,victoriacollege.edu,https://logo.clearbit.com/victoriacollege.edu
Wayland Baptist University (WBU),Plainview,Texas (TX),https://www.wbu.edu/,wbu.edu,https://logo.clearbit.com/wbu.edu
Weatherford College (WC),Weatherford,Texas (TX),https://www.wc.edu/,wc.edu,https://logo.clearbit.com/wc.edu
West Texas A & M University (WTAMU),Canyon,Texas (TX),https://www.wtamu.edu/,wtamu.edu,https://logo.clearbit.com/wtamu.edu
Western Texas College (WTC),Snyder,Texas (TX),https://www.wtc.edu/,wtc.edu,https://logo.clearbit.com/wtc.edu
Wharton County Junior College (WCJC),Wharton,Texas (TX),https://www.wcjc.edu/,wcjc.edu,https://logo.clearbit.com/wcjc.edu
Wiley University (WU),Marshall,Texas (TX),https://wileyc.edu/,wileyc.edu,https://logo.clearbit.com/wileyc.edu
Bridgerland Technical College (BTC),Logan,Utah (UT),https://www.btech.edu/,btech.edu,https://logo.clearbit.com/btech.edu
Brigham Young University (BYU),Provo,Utah (UT),https://byu.edu/,byu.edu,https://logo.clearbit.com/byu.edu
Brigham Young University-Hawaii (BYU),Laie,Hawaii (HI),https://www.byuh.edu/,byuh.edu,https://logo.clearbit.com/byuh.edu
Cameo College of Essential Beauty (CCEB),Murray,Utah (UT),https://www.cameocollege.com/,cameocollege.com,https://logo.clearbit.com/cameocollege.com
Collectiv Academy (CA),Sandy,Utah (UT),https://www.collectivacademy.com/,collectivacademy.com,https://logo.clearbit.com/collectivacademy.com
Davis Technical College (DTC),Kaysville,Utah (UT),https://www.davistech.edu/,davistech.edu,https://logo.clearbit.com/davistech.edu
Utah Tech University (UTU),Saint George,Utah (UT),https://utahtech.edu/,utahtech.edu,https://logo.clearbit.com/utahtech.edu
Evans Hairstyling College-Cedar City (EHCC),Cedar City,Utah (UT),https://evanshairstylingcollegecedar.com/,evanshairstylingcollegecedar.com,https://logo.clearbit.com/evanshairstylingcollegecedar.com
Evans Hairstyling College-St George (EHCG),Saint George,Utah (UT),https://evanscollege.com/,evanscollege.com,https://logo.clearbit.com/evanscollege.com
Eagle Gate College-Murray (EGC),Murray,Utah (UT),https://eaglegatecollege.edu/,eaglegatecollege.edu,https://logo.clearbit.com/eaglegatecollege.edu
Ensign College (EC),Salt Lake City,Utah (UT),https://www.ensign.edu/,ensign.edu,https://logo.clearbit.com/ensign.edu
Ogden-Weber Technical College (OTC),Ogden,Utah (UT),https://www.otech.edu/,otech.edu,https://logo.clearbit.com/otech.edu
Snow College (SC),Ephraim,Utah (UT),https://www.snow.edu/,snow.edu,https://logo.clearbit.com/snow.edu
Southern Utah University (SUU),Cedar City,Utah (UT),https://www.suu.edu/,suu.edu,https://logo.clearbit.com/suu.edu
Uintah Basin Technical College (UBTC),Roosevelt,Utah (UT),https://www.ubtech.edu/,ubtech.edu,https://logo.clearbit.com/ubtech.edu
Utah State University (USU),Logan,Utah (UT),https://www.usu.edu/,usu.edu,https://logo.clearbit.com/usu.edu
Utah Valley University (UVU),Orem,Utah (UT),https://www.uvu.edu/,uvu.edu,https://logo.clearbit.com/uvu.edu
Salt Lake Community College (SLCC),Salt Lake City,Utah (UT),https://www.slcc.edu/,slcc.edu,https://logo.clearbit.com/slcc.edu
University of Utah (UU),Salt Lake City,Utah (UT),https://www.utah.edu/,utah.edu,https://logo.clearbit.com/utah.edu
Weber State University (WSU),Ogden,Utah (UT),https://www.weber.edu/,weber.edu,https://logo.clearbit.com/weber.edu
Westminster University (WU),Salt Lake City,Utah (UT),https://www.westminstercollege.edu/,westminstercollege.edu,https://logo.clearbit.com/westminstercollege.edu
Bennington College (BC),Bennington,Vermont (VT),https://www.bennington.edu/,bennington.edu,https://logo.clearbit.com/bennington.edu
Champlain College (CC),Burlington,Vermont (VT),https://www.champlain.edu/,champlain.edu,https://logo.clearbit.com/champlain.edu
Community College of Vermont (CCV),Montpelier,Vermont (VT),https://www.ccv.edu/,ccv.edu,https://logo.clearbit.com/ccv.edu
Goddard College (GC),Plainfield,Vermont (VT),https://www.goddard.edu/,goddard.edu,https://logo.clearbit.com/goddard.edu
Norwich University (NU),Northfield,Vermont (VT),https://www.norwich.edu/,norwich.edu,https://logo.clearbit.com/norwich.edu
O'Briens Aveda Institute (OAI),Williston,Vermont (VT),https://www.obriensavedainstitute.org/,obriensavedainstitute.org,https://logo.clearbit.com/obriensavedainstitute.org
Saint Michael's College (SMC),Colchester,Vermont (VT),https://www.smcvt.edu/,smcvt.edu,https://logo.clearbit.com/smcvt.edu
SIT Graduate Institute (SGI),Brattleboro,Vermont (VT),https://www.sit.edu/,sit.edu,https://logo.clearbit.com/sit.edu
Sterling College (SC),Craftsbury Common,Vermont (VT),https://www.sterlingcollege.edu/,sterlingcollege.edu,https://logo.clearbit.com/sterlingcollege.edu
Vermont Law and Graduate School (VLGS),South Royalton,Vermont (VT),https://www.vermontlaw.edu/,vermontlaw.edu,https://logo.clearbit.com/vermontlaw.edu
Vermont State Colleges-Office of the Chancellor (VSCTC),Montpelier,Vermont (VT),https://www.vsc.edu/,vsc.edu,https://logo.clearbit.com/vsc.edu
Vermont State University (VSU),Randolph,Vermont (VT),https://vermontstate.edu/,vermontstate.edu,https://logo.clearbit.com/vermontstate.edu
University of Vermont (UV),Burlington,Vermont (VT),https://www.uvm.edu/,uvm.edu,https://logo.clearbit.com/uvm.edu
Advanced Technology Institute (ATI),Virginia Beach,Virginia (VA),https://www.auto.edu/,auto.edu,https://logo.clearbit.com/auto.edu
Averett University (AU),Danville,Virginia (VA),https://www.averett.edu/,averett.edu,https://logo.clearbit.com/averett.edu
Blue Ridge Community College (BRCC),Weyers Cave,Virginia (VA),https://www.brcc.edu/,brcc.edu,https://logo.clearbit.com/brcc.edu
Bluefield University (BU),Bluefield,Virginia (VA),https://www.bluefield.edu/,bluefield.edu,https://logo.clearbit.com/bluefield.edu
Bridgewater College (BC),Bridgewater,Virginia (VA),https://www.bridgewater.edu/,bridgewater.edu,https://logo.clearbit.com/bridgewater.edu
William & Mary (WM),Williamsburg,Virginia (VA),https://www.wm.edu/,wm.edu,https://logo.clearbit.com/wm.edu
Regent University (RU),Virginia Beach,Virginia (VA),https://www.regent.edu/,regent.edu,https://logo.clearbit.com/regent.edu
Central School of Practical Nursing (CSPN),Norfolk,Virginia (VA),https://www.npsk12.com/domain/980,npsk12.com,https://logo.clearbit.com/npsk12.com
Central Virginia Community College (CVCC),Lynchburg,Virginia (VA),https://www.centralvirginia.edu/,centralvirginia.edu,https://logo.clearbit.com/centralvirginia.edu
Christopher Newport University (CNU),Newport News,Virginia (VA),https://cnu.edu/,cnu.edu,https://logo.clearbit.com/cnu.edu
Mountain Gateway Community College (MGCC),Clifton Forge,Virginia (VA),https://www.mgcc.edu/,mgcc.edu,https://logo.clearbit.com/mgcc.edu
Danville Community College (DCC),Danville,Virginia (VA),https://www.danville.edu/,danville.edu,https://logo.clearbit.com/danville.edu
Eastern Virginia Medical School (EVMS),Norfolk,Virginia (VA),https://www.evms.edu/,evms.edu,https://logo.clearbit.com/evms.edu
Centura College-Virginia Beach (CCB),Virginia Beach,Virginia (VA),https://www.centuracollege.edu/campuses/virginia-beach,centuracollege.edu,https://logo.clearbit.com/centuracollege.edu
Emory & Henry University (EHU),Emory,Virginia (VA),https://www.ehc.edu/,ehc.edu,https://logo.clearbit.com/ehc.edu
Eastern Mennonite University (EMU),Harrisonburg,Virginia (VA),https://emu.edu/,emu.edu,https://logo.clearbit.com/emu.edu
Eastern Shore Community College (ESCC),Melfa,Virginia (VA),https://www.es.vccs.edu/,es.vccs.edu,https://logo.clearbit.com/es.vccs.edu
Ferrum College (FC),Ferrum,Virginia (VA),https://www.ferrum.edu/,ferrum.edu,https://logo.clearbit.com/ferrum.edu
George Mason University (GMU),Fairfax,Virginia (VA),https://www2.gmu.edu/,www2.gmu.edu,https://logo.clearbit.com/www2.gmu.edu
Germanna Community College (GCC),Locust Grove,Virginia (VA),https://www.germanna.edu/,germanna.edu,https://logo.clearbit.com/germanna.edu
Hampden-Sydney College (HC),Hampden-Sydney,Virginia (VA),https://www.hsc.edu/,hsc.edu,https://logo.clearbit.com/hsc.edu
Hampton University (HU),Hampton,Virginia (VA),https://www.hamptonu.edu/,hamptonu.edu,https://logo.clearbit.com/hamptonu.edu
Hollins University (HU),Roanoke,Virginia (VA),https://www.hollins.edu/,hollins.edu,https://logo.clearbit.com/hollins.edu
J Sargeant Reynolds Community College (JSRCC),Richmond,Virginia (VA),https://www.reynolds.edu/,reynolds.edu,https://logo.clearbit.com/reynolds.edu
James Madison University (JMU),Harrisonburg,Virginia (VA),https://www.jmu.edu/,jmu.edu,https://logo.clearbit.com/jmu.edu
Brightpoint Community College (BCC),Chester,Virginia (VA),https://www.brightpoint.edu/,brightpoint.edu,https://logo.clearbit.com/brightpoint.edu
Liberty University (LU),Lynchburg,Virginia (VA),https://www.liberty.edu/,liberty.edu,https://logo.clearbit.com/liberty.edu
Longwood University (LU),Farmville,Virginia (VA),https://www.longwood.edu/,longwood.edu,https://logo.clearbit.com/longwood.edu
Laurel Ridge Community College (LRCC),Middletown,Virginia (VA),https://www.laurelridge.edu/,laurelridge.edu,https://logo.clearbit.com/laurelridge.edu
University of Lynchburg (UL),Lynchburg,Virginia (VA),https://www.lynchburg.edu/,lynchburg.edu,https://logo.clearbit.com/lynchburg.edu
Centra College (CC),Lynchburg,Virginia (VA),https://www.centrahealth.com/college,centrahealth.com,https://logo.clearbit.com/centrahealth.com
Mary Baldwin University (MBU),Staunton,Virginia (VA),https://www.marybaldwin.edu/,marybaldwin.edu,https://logo.clearbit.com/marybaldwin.edu
University of Mary Washington (UMW),Fredericksburg,Virginia (VA),https://www.umw.edu/,umw.edu,https://logo.clearbit.com/umw.edu
Marymount University (MU),Arlington,Virginia (VA),https://www.marymount.edu/,marymount.edu,https://logo.clearbit.com/marymount.edu
Sovah School of Health Professions (SSHP),Danville,Virginia (VA),https://www.sovahhealth.com/sohp,sovahhealth.com,https://logo.clearbit.com/sovahhealth.com
Mountain Empire Community College (MECC),Big Stone Gap,Virginia (VA),https://www.mecc.edu/,mecc.edu,https://logo.clearbit.com/mecc.edu
New River Community College (NRCC),Dublin,Virginia (VA),https://www.nr.edu/,nr.edu,https://logo.clearbit.com/nr.edu
Sentara College of Health Sciences (SCHS),Chesapeake,Virginia (VA),https://www.sentara.edu/,sentara.edu,https://logo.clearbit.com/sentara.edu
Tidewater Tech-Trades (TT),Norfolk,Virginia (VA),https://tidewatertechtrades.edu/,tidewatertechtrades.edu,https://logo.clearbit.com/tidewatertechtrades.edu
Norfolk State University (NSU),Norfolk,Virginia (VA),https://www.nsu.edu/,nsu.edu,https://logo.clearbit.com/nsu.edu
Northern Virginia Community College (NVCC),Annandale,Virginia (VA),https://www.nvcc.edu/,nvcc.edu,https://logo.clearbit.com/nvcc.edu
Old Dominion University (ODU),Norfolk,Virginia (VA),https://www.odu.edu/,odu.edu,https://logo.clearbit.com/odu.edu
Patrick & Henry Community College (PHCC),Martinsville,Virginia (VA),https://www.patrickhenry.edu/,patrickhenry.edu,https://logo.clearbit.com/patrickhenry.edu
Paul D Camp Community College (PDCCC),Franklin,Virginia (VA),https://www.pdc.edu/,pdc.edu,https://logo.clearbit.com/pdc.edu
Southside College of Health Sciences (SCHS),Colonial Heights,Virginia (VA),https://www.schs.edu/,schs.edu,https://logo.clearbit.com/schs.edu
Piedmont Virginia Community College (PVCC),Charlottesville,Virginia (VA),https://www.pvcc.edu/,pvcc.edu,https://logo.clearbit.com/pvcc.edu
Radford University (RU),Radford,Virginia (VA),https://www.radford.edu/,radford.edu,https://logo.clearbit.com/radford.edu
Sylvain Melloul International Hair Academy (SMIHA),Lynchburg,Virginia (VA),https://smiha.edu/,smiha.edu,https://logo.clearbit.com/smiha.edu
Randolph-Macon College (RC),Ashland,Virginia (VA),https://www.rmc.edu/,rmc.edu,https://logo.clearbit.com/rmc.edu
Randolph College (RC),Lynchburg,Virginia (VA),https://www.randolphcollege.edu/,randolphcollege.edu,https://logo.clearbit.com/randolphcollege.edu
Rappahannock Community College (RCC),Glenns,Virginia (VA),https://www.rappahannock.edu/,rappahannock.edu,https://logo.clearbit.com/rappahannock.edu
Richard Bland College (RBC),South Prince George,Virginia (VA),https://www.rbc.edu/,rbc.edu,https://logo.clearbit.com/rbc.edu
Bon Secours Memorial College of Nursing (BSMCN),Richmond,Virginia (VA),https://www.bsmcon.edu/,bsmcon.edu,https://logo.clearbit.com/bsmcon.edu
University of Richmond (UR),University of Richmond,Virginia (VA),https://www.richmond.edu/,richmond.edu,https://logo.clearbit.com/richmond.edu
Riverside College of Health Careers (RCHC),Newport News,Virginia (VA),https://www.riversideonline.com/careers/college-of-health-careers,riversideonline.com,https://logo.clearbit.com/riversideonline.com
Roanoke College (RC),Salem,Virginia (VA),https://www.roanoke.edu/,roanoke.edu,https://logo.clearbit.com/roanoke.edu
Bon Secours St Mary's Hospital School of Medical Imaging (BSSMHSMI),Richmond,Virginia (VA),https://smhsomi.edu/,smhsomi.edu,https://logo.clearbit.com/smhsomi.edu
Shenandoah University (SU),Winchester,Virginia (VA),https://www.su.edu/,su.edu,https://logo.clearbit.com/su.edu
Southeastern Free Will Baptist Bible College (SFWBBC),Wendell,North Carolina (NC),https://www.sfwbc.edu/,sfwbc.edu,https://logo.clearbit.com/sfwbc.edu
Southern Virginia University (SVU),Buena Vista,Virginia (VA),https://svu.edu/,svu.edu,https://logo.clearbit.com/svu.edu
Southside Virginia Community College (SVCC),Alberta,Virginia (VA),https://www.southside.edu/,southside.edu,https://logo.clearbit.com/southside.edu
